,Unnamed: 0,Unnamed: 0.1,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
101,101,101,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
102,102,102,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9
103,103,103,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
104,104,104,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4
105,105,105,401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
106,106,106,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
107,107,107,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8
108,108,108,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1
109,109,109,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
110,110,110,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
111,111,111,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
112,112,112,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
113,113,113,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
114,114,114,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
115,115,115,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
116,116,116,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09
117,117,117,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
118,118,118,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
119,119,119,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
120,120,120,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7
121,121,121,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
122,122,122,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9
123,123,123,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
124,124,124,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7
125,125,125,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
126,126,126,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
127,127,127,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5
128,128,128,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5
129,129,129,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
130,130,130,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
131,131,131,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2
132,132,132,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
133,133,133,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7
134,134,134,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
135,135,135,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
136,136,136,389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5
137,137,137,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
138,138,138,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
139,139,139,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
140,140,140,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9
141,141,141,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
142,142,142,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
143,143,143,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
144,144,144,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
145,145,145,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
146,146,146,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
147,147,147,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2
148,148,148,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8
149,149,149,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
150,150,150,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
151,151,151,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
152,152,152,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
153,153,153,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
154,154,154,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
155,155,155,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
156,156,156,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
157,157,157,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
158,158,158,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
159,159,159,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4
160,160,160,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
161,161,161,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
162,162,162,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9
163,163,163,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
164,164,164,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
165,165,165,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
166,166,166,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5
167,167,167,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
168,168,168,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
169,169,169,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
170,170,170,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
171,171,171,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2
172,172,172,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
173,173,173,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1
174,174,174,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
175,175,175,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
176,176,176,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
177,177,177,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
178,178,178,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
179,179,179,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
180,180,180,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
181,181,181,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6
182,182,182,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
183,183,183,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
184,184,184,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
185,185,185,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
186,186,186,222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89
187,187,187,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45
188,188,188,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
189,189,189,233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
190,190,190,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14
191,191,191,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
192,192,192,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66
193,193,193,233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
194,194,194,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
195,195,195,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99
196,196,196,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
197,197,197,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
198,198,198,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34
199,199,199,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
200,200,200,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06
201,201,201,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
202,202,202,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34
203,203,203,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
204,204,204,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47
205,205,205,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92
206,206,206,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
207,207,207,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
208,208,208,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
209,209,209,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
210,210,210,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
211,211,211,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48
212,212,212,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
213,213,213,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34
214,214,214,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
215,215,215,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
216,216,216,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47
217,217,217,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
218,218,218,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39
219,219,219,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76
220,220,220,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
221,221,221,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
222,222,222,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63
223,223,223,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54
224,224,224,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
225,225,225,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
226,226,226,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
227,227,227,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
228,228,228,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23
229,229,229,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
230,230,230,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
231,231,231,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
232,232,232,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
233,233,233,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
234,234,234,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
235,235,235,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84
236,236,236,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23
237,237,237,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13
238,238,238,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
239,239,239,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36
240,240,240,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
241,241,241,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54
242,242,242,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35
243,243,243,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
244,244,244,238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
245,245,245,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
246,246,246,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23
247,247,247,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
248,248,248,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
249,249,249,250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82
250,250,250,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
251,251,251,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22
252,252,252,250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
253,253,253,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
254,254,254,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
255,255,255,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
256,256,256,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
257,257,257,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
258,258,258,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92
259,259,259,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33
260,260,260,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
261,261,261,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
262,262,262,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
263,263,263,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74
264,264,264,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
265,265,265,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
266,266,266,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
267,267,267,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
268,268,268,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
269,269,269,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44
270,270,270,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
271,271,271,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73
272,272,272,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7
273,273,273,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84
274,274,274,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
275,275,275,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
276,276,276,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
277,277,277,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,36.97
278,278,278,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
279,279,279,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12
280,280,280,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43
281,281,281,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66
282,282,282,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
283,283,283,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
284,284,284,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62
285,285,285,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6
286,286,286,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
287,287,287,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
288,288,288,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37
289,289,289,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32
290,290,290,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
291,291,291,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27
292,292,292,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
293,293,293,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
294,294,294,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
295,295,295,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
296,296,296,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
297,297,297,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
298,298,298,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
299,299,299,290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5
300,300,300,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67
301,301,301,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74
302,302,302,290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
303,303,303,290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
304,304,304,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
305,305,305,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
306,306,306,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28
307,307,307,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
308,308,308,277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
309,309,309,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
310,310,310,295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23
311,311,311,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
312,312,312,295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
313,313,313,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04
314,314,314,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02
315,315,315,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
316,316,316,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94
317,317,317,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
318,318,318,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
319,319,319,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
320,320,320,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
321,321,321,249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
322,322,322,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
323,323,323,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06
324,324,324,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
325,325,325,252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29
326,326,326,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
327,327,327,252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
328,328,328,252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
329,329,329,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52
330,330,330,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22
331,331,331,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5
332,332,332,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
333,333,333,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42
334,334,334,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8
335,335,335,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77
336,336,336,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
337,337,337,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
338,338,338,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61
339,339,339,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
340,340,340,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99
341,341,341,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
342,342,342,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
